日期,区域,城市,产品线,销售额,销量,毛利
2026-02-20,西南,重庆,专业版,18291.1,15,9965.09
2026-02-21,华南,深圳,专业版,17756.35,12,9458.12
2026-02-21,华南,深圳,标准版,34492.62,18,14885.44
2026-02-21,华北,北京,专业版,10541.4,5,6092.38
2026-02-21,华中,武汉,标准版,3814.99,1,1616.22
2026-02-23,华中,武汉,专业版,7363.66,7,4120.26
2026-02-23,华东,杭州,旗舰版,21218.1,8,12538.65
2026-02-24,华东,南京,专业版,26287.09,9,14230.88
2026-02-25,华中,武汉,专业版,13456.59,13,7200.09
2026-02-25,华南,深圳,标准版,3898.6,1,1645.99
2026-02-25,华南,深圳,旗舰版,11940.3,4,8180.6
2026-02-25,华中,长沙,专业版,17719.67,6,9587.48
2026-02-25,西南,重庆,专业版,9720.84,6,5161.85
2026-02-26,西南,成都,配件,4191.79,2,1542.94
2026-02-27,华东,杭州,旗舰版,5734.05,2,3321.96
2026-02-28,西南,重庆,标准版,37224.0,23,14546.68
2026-03-01,华东,杭州,配件,10528.54,10,3558.87
2026-03-01,华东,南京,标准版,9194.08,5,3738.59
2026-03-01,华中,长沙,配件,2727.18,1,997.27
2026-03-02,华南,深圳,标准版,9894.29,4,4278.16
2026-03-02,华东,上海,配件,4704.99,3,1814.08
2026-03-03,华北,北京,专业版,8780.94,6,5043.75
2026-03-04,西南,成都,配件,7210.58,3,2551.13
2026-03-05,西南,成都,专业版,8503.83,3,4279.59
2026-03-07,华东,上海,标准版,14166.98,10,5547.0
2026-03-07,华东,杭州,标准版,11188.17,8,5303.72
2026-03-07,华南,深圳,专业版,6278.88,2,3205.05
2026-03-07,华南,广州,标准版,2379.62,2,1021.25
2026-03-08,华南,深圳,专业版,21763.03,11,10779.35
2026-03-08,西南,成都,专业版,5866.02,2,3165.15
2026-03-09,华北,天津,专业版,3364.81,1,1838.22
2026-03-09,华中,武汉,专业版,2996.51,1,1637.57
2026-03-10,西南,重庆,专业版,5267.1,3,2852.66
2026-03-10,华北,北京,标准版,3696.65,2,1631.18
2026-03-11,华东,上海,标准版,2315.17,1,900.29
2026-03-11,西南,重庆,标准版,7304.82,3,3015.56
2026-03-11,华中,武汉,旗舰版,5443.75,2,3361.65
2026-03-11,华北,天津,专业版,37347.07,22,18198.73
2026-03-12,华北,天津,专业版,5817.24,7,3239.68
2026-03-12,华北,北京,配件,7545.59,2,2762.53
2026-03-12,华东,上海,标准版,8709.93,4,3518.26
2026-03-13,华中,武汉,专业版,7006.5,2,3975.52
2026-03-13,华中,长沙,标准版,4972.45,1,2104.83
2026-03-14,西南,重庆,专业版,14279.7,10,7906.25
2026-03-15,华南,深圳,专业版,13561.11,8,7380.58
2026-03-15,华南,深圳,专业版,1811.75,1,878.9
2026-03-15,华北,天津,专业版,5082.17,2,2798.82
2026-03-15,华东,南京,标准版,4182.36,1,1762.25
2026-03-15,华东,杭州,专业版,2722.39,1,1510.75
2026-03-16,华中,武汉,配件,11602.88,13,4155.79
2026-03-16,华东,南京,配件,25449.48,9,9337.04
2026-03-16,华南,深圳,标准版,3741.02,2,1546.64
2026-03-16,华东,南京,标准版,23996.47,8,9751.96
2026-03-17,华北,北京,专业版,26426.86,13,14218.07
2026-03-17,华南,深圳,配件,14632.09,6,5310.73
2026-03-17,华东,杭州,专业版,9302.94,8,5332.05
2026-03-17,华东,杭州,专业版,21714.89,22,12638.13
2026-03-17,华东,南京,专业版,15643.53,8,8788.73
2026-03-17,华南,深圳,旗舰版,2637.14,1,1763.58
2026-03-17,华东,南京,标准版,14204.44,6,6878.19
2026-03-17,华北,北京,专业版,4807.84,4,2796.92
2026-03-19,华东,杭州,旗舰版,24527.72,15,16231.97
2026-03-19,华中,长沙,配件,16511.06,6,5578.03
2026-03-19,华东,南京,标准版,12613.88,6,5207.81
2026-03-20,华南,深圳,专业版,14659.63,11,7361.7
2026-03-21,西南,成都,标准版,3518.74,2,1503.59
2026-03-21,华中,武汉,专业版,17850.09,6,9293.08
2026-03-21,西南,重庆,标准版,5796.79,3,2461.02
2026-03-22,华北,天津,专业版,16626.27,5,8782.94
2026-03-22,华东,上海,标准版,5288.9,2,2100.56
2026-03-22,西南,重庆,专业版,58741.69,55,33144.78
2026-03-23,华北,天津,标准版,7842.72,4,3240.45
2026-03-24,华北,北京,配件,26696.84,9,9564.65
2026-03-25,华南,深圳,配件,20158.3,11,7062.53
2026-03-26,华南,深圳,专业版,4780.07,5,2748.16
2026-03-27,华东,上海,旗舰版,1993.4,1,1156.66
2026-03-28,华南,广州,标准版,1989.0,1,930.86
2026-03-29,华北,北京,专业版,5363.96,1,2794.57
2026-03-29,华东,南京,标准版,3903.06,4,1752.24
2026-03-30,华南,广州,配件,2973.8,1,1012.12
2026-03-31,华北,天津,标准版,6194.94,2,2602.83
2026-03-31,华东,杭州,专业版,19631.69,23,9940.27
2026-03-31,华北,天津,标准版,3157.47,1,1325.6
2026-03-31,华中,武汉,标准版,23885.0,12,8506.05
2026-04-01,华北,天津,配件,15659.84,9,5001.41
2026-04-01,华南,广州,专业版,3964.94,1,2191.72
2026-04-01,华南,深圳,专业版,8133.98,6,4635.99
2026-04-01,华东,上海,配件,1413.01,1,507.21
2026-04-02,华北,天津,旗舰版,9529.28,5,6398.38
2026-04-02,华南,广州,配件,50452.44,31,19167.87
2026-04-02,华东,南京,旗舰版,4315.25,4,2762.13
2026-04-02,华中,长沙,专业版,2486.27,1,1394.26
2026-04-03,西南,成都,专业版,12917.77,7,6746.93
2026-04-03,华东,上海,旗舰版,3910.38,3,2290.69
2026-04-03,西南,成都,专业版,5992.23,4,3120.19
2026-04-04,华东,上海,标准版,8965.19,7,3750.72
2026-04-04,华南,深圳,专业版,4051.62,1,2279.86
2026-04-05,华东,杭州,标准版,7214.5,3,2859.98
2026-04-05,华北,天津,标准版,2656.31,1,1152.46
2026-04-05,华南,广州,标准版,15806.11,5,6325.8
2026-04-05,华南,广州,配件,6493.76,3,2245.66
2026-04-05,华北,北京,标准版,13818.1,5,5558.7
2026-04-06,华东,杭州,配件,24884.3,24,8389.43
2026-04-06,西南,重庆,标准版,13571.85,12,5687.87
2026-04-06,华东,上海,标准版,14746.74,6,6076.05
2026-04-06,华东,杭州,标准版,11361.03,11,5152.19
2026-04-06,华南,广州,标准版,14095.95,4,5754.14
2026-04-07,华北,天津,专业版,18588.95,8,10066.86
2026-04-07,华中,长沙,旗舰版,2813.95,1,1647.94
2026-04-07,华东,南京,标准版,11572.81,4,4905.34
2026-04-08,西南,成都,专业版,18453.54,16,10358.06
2026-04-09,华东,南京,专业版,43941.86,19,24604.89
2026-04-09,华北,天津,旗舰版,6429.91,4,4256.6
2026-04-09,华南,深圳,标准版,12751.02,8,5821.54
2026-04-09,华北,天津,标准版,4326.25,2,1845.11
2026-04-10,华南,深圳,专业版,4067.18,1,2364.52
2026-04-10,华中,长沙,标准版,4302.73,2,1874.4
2026-04-11,华中,长沙,配件,6301.85,3,2113.48
2026-04-11,华南,深圳,配件,2371.01,2,880.7
2026-04-11,华北,北京,专业版,7429.26,5,4115.21
2026-04-11,华北,北京,专业版,3921.43,2,2322.92
2026-04-12,华北,天津,标准版,6939.77,5,2988.66
2026-04-12,华北,北京,标准版,14374.31,10,5851.09
2026-04-12,华中,武汉,配件,11417.37,5,3700.07
2026-04-13,西南,重庆,专业版,2758.06,3,1433.25
2026-04-14,华北,北京,标准版,3211.27,1,1449.2
2026-04-14,华北,天津,标准版,11983.58,5,5197.46
2026-04-14,华南,深圳,标准版,13927.61,4,5835.28
2026-04-15,华南,广州,专业版,7281.23,4,3950.77
2026-04-16,华中,武汉,标准版,7766.81,4,3586.16
2026-04-16,华南,深圳,旗舰版,21185.53,12,12306.36
2026-04-16,华中,长沙,标准版,8989.27,5,3695.45
2026-04-16,华南,广州,标准版,42437.31,27,17341.65
2026-04-17,华东,杭州,专业版,6282.77,2,3308.96
2026-04-17,华北,天津,标准版,2771.72,1,1086.86
2026-04-18,华北,天津,标准版,14645.27,11,5648.7
2026-04-18,华南,深圳,标准版,11266.87,4,5013.08
2026-04-19,西南,成都,标准版,8170.87,3,3294.44
2026-04-19,华东,杭州,专业版,8660.37,3,4733.28
2026-04-19,华北,北京,标准版,7925.31,5,3485.01
2026-04-20,华东,杭州,标准版,6898.78,6,2767.19
2026-04-21,华东,南京,标准版,5962.32,2,2410.47
2026-04-21,华东,上海,专业版,13499.45,6,7044.68
2026-04-21,华北,天津,专业版,19745.31,12,11316.7
2026-04-21,华东,南京,标准版,13869.88,8,6432.99
2026-04-22,华东,上海,专业版,20468.18,12,10078.15
2026-04-22,华南,广州,配件,4351.57,3,1527.51
2026-04-23,华东,杭州,旗舰版,4548.51,1,2853.97
2026-04-23,西南,成都,标准版,15779.01,16,6450.26
2026-04-23,华东,南京,标准版,7414.83,4,3192.84
2026-04-24,华南,深圳,配件,4984.67,2,1819.15
2026-04-24,华北,北京,配件,10311.45,5,3839.21
2026-04-24,华东,南京,专业版,9199.35,5,5077.6
2026-04-24,华东,南京,标准版,6000.62,2,2591.42
2026-04-24,华东,南京,专业版,20547.32,11,11763.72
2026-04-24,华北,北京,配件,12671.97,6,4571.06
2026-04-24,华东,上海,配件,24150.19,21,8416.38
2026-04-24,华东,上海,标准版,11565.93,4,5171.5
2026-04-24,西南,重庆,专业版,19395.06,11,10376.52
2026-04-25,西南,成都,专业版,10507.46,4,5989.9
2026-04-25,华北,北京,专业版,8346.34,6,4496.46
2026-04-25,华东,南京,专业版,6475.36,2,3810.31
2026-04-25,华南,广州,标准版,8148.16,5,3448.24
2026-04-26,华南,广州,配件,4870.56,2,1689.4
2026-04-26,华东,南京,专业版,20732.63,8,11289.78
2026-04-26,华南,广州,配件,7974.59,4,3025.05
2026-04-26,华南,广州,标准版,17198.49,7,7448.72
2026-04-26,华北,北京,配件,5598.76,5,1891.09
2026-04-26,华北,北京,专业版,14022.31,5,7630.89
2026-04-27,华东,南京,标准版,3173.57,1,1407.44
2026-04-27,华东,杭州,标准版,10134.75,3,4197.94
2026-04-27,华南,深圳,配件,8369.08,3,3146.24
2026-04-27,华东,南京,配件,20733.64,7,7051.92
2026-04-27,华东,南京,旗舰版,20044.07,6,12967.67
2026-04-28,华南,深圳,专业版,70315.05,35,37405.28
2026-04-29,华北,北京,专业版,7414.53,2,4068.99
2026-04-29,华东,杭州,旗舰版,5956.29,5,3974.21
2026-04-29,华南,广州,标准版,44735.76,21,18749.52
2026-04-29,华东,上海,专业版,9892.58,5,5633.48
2026-04-29,华北,天津,配件,13322.34,5,4462.38
2026-04-29,华南,深圳,旗舰版,14774.75,7,9404.29
2026-04-29,华东,南京,专业版,6892.23,2,3807.45
2026-04-30,华东,上海,标准版,9018.94,5,3848.77
2026-04-30,华南,广州,专业版,39716.08,37,20666.6
2026-05-01,华东,南京,标准版,11535.32,4,4918.27
2026-05-01,华南,深圳,配件,12863.26,5,4443.99
2026-05-01,华北,天津,专业版,5420.31,4,3106.8
2026-05-02,华南,广州,标准版,22711.28,9,10259.42
2026-05-02,华东,上海,标准版,3784.14,3,1746.96
2026-05-02,华东,南京,标准版,11939.48,4,4896.26
2026-05-02,华南,广州,标准版,7045.96,2,3118.5
2026-05-02,华北,北京,专业版,26628.08,25,15159.15
2026-05-02,华北,天津,标准版,4293.58,2,1732.02
2026-05-03,华南,广州,标准版,13659.84,16,5893.58
2026-05-03,华东,杭州,配件,6677.98,2,2380.68
2026-05-03,西南,重庆,专业版,5518.77,3,3067.79
2026-05-03,华南,广州,标准版,12050.47,5,4829.28
2026-05-03,华东,上海,配件,12601.23,7,4515.02
2026-05-05,华南,深圳,标准版,41430.52,45,17190.39
2026-05-05,华中,长沙,专业版,17721.42,7,9487.22
2026-05-06,华东,杭州,配件,3629.3,1,1240.43
2026-05-06,华北,天津,配件,7363.51,2,2563.64
2026-05-07,华南,广州,专业版,16640.23,17,9280.41
2026-05-07,华北,天津,专业版,14118.59,5,7462.41
2026-05-07,华东,南京,标准版,7816.13,3,3570.78
2026-05-07,华中,武汉,配件,10368.13,3,3649.21
2026-05-07,西南,成都,标准版,4673.07,3,1927.19
2026-05-08,华东,上海,标准版,17993.8,6,7991.78
2026-05-08,华东,南京,专业版,8290.54,9,4625.31
2026-05-09,华北,天津,标准版,3547.23,2,1567.31
2026-05-09,华南,深圳,旗舰版,7030.64,6,4463.64
2026-05-10,华东,上海,标准版,7087.93,5,3098.13
2026-05-10,西南,成都,标准版,14451.75,12,5873.12
2026-05-10,华南,广州,专业版,9252.64,4,5577.71
2026-05-10,华东,南京,专业版,5720.23,5,3166.93
2026-05-11,华东,南京,标准版,6181.46,2,2355.74
2026-05-11,华东,杭州,标准版,8133.36,3,3259.29
2026-05-11,华南,广州,配件,9465.57,3,3356.99
2026-05-12,华北,北京,旗舰版,10981.69,4,6868.57
2026-05-12,华南,深圳,专业版,14871.32,8,7751.41
2026-05-12,华北,天津,专业版,9456.96,6,5249.59
2026-05-13,华南,深圳,标准版,7984.7,7,3431.24
2026-05-13,华南,深圳,旗舰版,5272.42,1,3145.17
2026-05-14,华东,杭州,标准版,8061.8,5,3346.04
2026-05-14,华南,深圳,标准版,18056.6,8,7227.37
2026-05-15,华中,武汉,标准版,9568.22,4,3880.69
2026-05-15,华南,广州,标准版,10871.27,6,4467.14
2026-05-15,西南,成都,配件,7415.57,4,2777.83
2026-05-15,华北,天津,旗舰版,14880.48,15,9407.74
2026-05-15,华东,上海,专业版,11223.02,7,5784.19
2026-05-16,华东,南京,旗舰版,3715.23,2,2483.88
2026-05-16,华东,上海,标准版,11789.82,4,5086.14
2026-05-17,华东,上海,标准版,13009.44,8,5315.43
2026-05-18,华中,武汉,配件,14239.98,8,5521.37
2026-05-19,华南,深圳,专业版,4057.79,2,2146.44
2026-05-19,华南,广州,标准版,13378.63,4,5637.72
2026-05-19,华中,武汉,专业版,20078.44,14,11517.24
2026-05-19,华南,广州,专业版,6642.96,2,3711.62
2026-05-19,华东,杭州,旗舰版,18000.87,13,9841.56
2026-05-20,华东,杭州,标准版,7960.74,9,3387.86
2026-05-20,华东,南京,标准版,12560.37,5,4840.15
2026-05-21,华北,天津,专业版,7151.2,4,3576.05
2026-05-21,西南,重庆,旗舰版,7413.56,3,4429.33
2026-05-21,华北,天津,标准版,6389.61,2,2812.61
2026-05-22,华南,深圳,标准版,6007.78,4,2642.39
2026-05-22,华东,南京,配件,5699.76,3,2180.21
2026-05-22,华北,北京,配件,9736.54,3,3603.12
2026-05-24,华北,北京,标准版,8334.26,5,2970.47
2026-05-24,华中,武汉,标准版,14255.75,11,4817.84
2026-05-25,华东,南京,标准版,5036.03,1,2146.03
2026-05-25,西南,成都,标准版,14597.82,6,5749.81
2026-05-25,华南,广州,标准版,19430.67,10,8514.87
2026-05-25,华南,广州,标准版,13160.84,6,5255.7
2026-05-27,华南,深圳,标准版,5813.53,3,2472.86
2026-05-27,华东,杭州,配件,9327.43,4,3284.23
2026-05-27,华南,深圳,专业版,11438.84,9,5979.86
2026-05-27,华北,天津,旗舰版,17782.3,12,10856.98
2026-05-28,华中,长沙,配件,17423.77,9,5929.66
2026-05-28,华东,南京,专业版,8170.16,4,4281.32
2026-05-28,华北,北京,标准版,27612.65,33,10986.81
2026-05-29,华北,天津,标准版,11022.77,5,4688.86
2026-05-29,华北,天津,标准版,4005.78,1,1645.13
2026-05-29,华中,长沙,专业版,28832.81,23,15111.42
2026-05-30,华中,长沙,旗舰版,6393.27,2,3840.04
2026-05-30,华北,天津,专业版,9865.48,5,5051.0
2026-05-31,华东,杭州,标准版,10265.34,6,4010.23
2026-06-01,华北,北京,专业版,23597.57,18,12248.97
2026-06-01,华南,深圳,配件,17401.69,8,6171.67
2026-06-01,华北,天津,标准版,5916.56,3,2559.81
2026-06-02,华北,北京,标准版,1277.12,1,533.41
2026-06-02,华南,深圳,标准版,7474.07,2,3088.57
2026-06-02,华中,武汉,标准版,9404.92,3,3995.45
2026-06-03,华北,北京,专业版,13221.26,4,7816.71
2026-06-04,华东,杭州,标准版,3996.98,1,1716.54
2026-06-05,华南,广州,专业版,25611.33,10,13952.2
2026-06-05,华北,北京,专业版,10377.6,5,5278.56
2026-06-06,华东,杭州,标准版,9443.1,7,3876.87
2026-06-06,华北,天津,标准版,19226.66,18,7936.46
2026-06-07,华南,广州,标准版,16042.41,6,6324.96
2026-06-07,西南,重庆,专业版,2921.18,1,1689.52
2026-06-07,华南,广州,旗舰版,14577.68,11,8952.16
2026-06-07,西南,重庆,旗舰版,12078.05,4,7174.89
2026-06-08,华东,杭州,配件,5451.06,5,1845.35
2026-06-08,西南,成都,标准版,35468.69,30,16197.88
2026-06-09,华东,上海,配件,6309.09,2,2300.08
2026-06-09,华南,广州,标准版,11170.0,8,4525.49
2026-06-10,西南,重庆,专业版,17954.15,12,9742.58
2026-06-11,华南,深圳,标准版,7838.11,9,3448.31
2026-06-11,华南,深圳,旗舰版,5947.47,2,3704.58
2026-06-11,华北,天津,配件,3696.28,1,1344.51
2026-06-11,华东,上海,标准版,6728.63,3,2744.83
2026-06-11,华中,长沙,专业版,15927.7,18,8407.26
2026-06-11,华中,长沙,配件,5522.5,4,1849.18
2026-06-11,华南,深圳,旗舰版,18749.21,6,10770.68
2026-06-13,华东,上海,旗舰版,9747.62,8,5782.38
2026-06-13,华东,杭州,专业版,16760.48,8,9254.63
2026-06-13,华东,杭州,配件,21265.12,9,7897.32
2026-06-15,华东,杭州,旗舰版,20692.79,12,12972.91
2026-06-16,华北,北京,专业版,9738.45,8,5014.15
2026-06-16,华北,天津,专业版,15366.67,6,7682.61
2026-06-16,华北,天津,标准版,7358.64,5,3004.77
2026-06-16,华东,上海,配件,5805.9,6,2114.76
2026-06-16,华中,长沙,旗舰版,8309.44,4,4492.64
2026-06-17,华北,北京,标准版,7930.35,5,3717.68
2026-06-17,华南,广州,专业版,6756.38,5,3781.62
2026-06-17,西南,重庆,旗舰版,3770.15,2,2179.11
2026-06-17,华南,深圳,标准版,46750.53,27,20639.42
2026-06-17,华东,南京,配件,10832.16,12,3970.74
2026-06-17,华东,上海,专业版,5463.11,5,3012.88
2026-06-17,华北,天津,专业版,11097.03,3,6068.43
2026-06-18,华北,天津,旗舰版,14371.0,16,8242.15
2026-06-18,华北,天津,标准版,3041.38,1,1292.71
2026-06-19,华东,上海,旗舰版,6492.0,4,4276.03
2026-06-20,华北,天津,标准版,7505.0,8,3130.6
2026-06-20,华南,深圳,标准版,4620.35,2,2166.28
2026-06-20,华南,深圳,标准版,25366.4,10,10841.06
2026-06-20,华北,天津,标准版,15212.67,6,6111.01
2026-06-21,华东,杭州,专业版,5386.02,4,2932.16
2026-06-21,华东,杭州,专业版,5563.0,3,2662.01
2026-06-21,华东,上海,专业版,31010.61,22,16547.33
2026-06-21,华南,广州,专业版,13014.12,8,6970.07
2026-06-21,华北,北京,标准版,4956.04,2,2095.88
2026-06-22,华中,武汉,旗舰版,5199.99,2,3208.19
2026-06-22,西南,重庆,标准版,14523.52,7,6173.84
2026-06-23,华南,深圳,配件,11787.58,6,4046.88
2026-06-23,华南,深圳,标准版,8984.77,4,3821.51
2026-06-24,华东,上海,标准版,25320.68,24,11535.32
2026-06-24,华中,武汉,旗舰版,12059.51,4,7639.49
2026-06-24,华东,杭州,标准版,12567.59,5,5480.61
2026-06-24,华东,南京,专业版,7253.06,2,3922.62
2026-06-24,华北,天津,旗舰版,5438.07,2,3537.95
2026-06-24,华北,北京,专业版,4854.66,1,2419.11
2026-06-25,华中,武汉,标准版,7802.01,3,3587.96
2026-06-25,华南,深圳,专业版,10116.11,12,5458.08
2026-06-26,华南,广州,标准版,12113.24,5,5252.8
2026-06-26,华东,杭州,专业版,1918.98,1,1086.36
2026-06-27,西南,成都,专业版,11732.25,6,6392.26
2026-06-27,华北,北京,配件,10704.42,4,3613.79
2026-06-27,华北,北京,标准版,14956.46,8,6050.15
2026-06-28,华北,天津,配件,5315.09,4,1821.55
2026-06-29,华南,广州,标准版,42689.08,31,18709.85
2026-06-29,华中,武汉,标准版,24252.93,12,10572.36
2026-06-30,华南,广州,标准版,12214.24,5,5136.78
2026-06-30,西南,重庆,专业版,15519.15,6,8082.41
2026-06-30,华南,深圳,标准版,6666.57,2,2941.51
2026-07-01,华北,北京,专业版,13084.73,6,7457.44
2026-07-02,华东,杭州,旗舰版,14708.92,14,9126.85
2026-07-02,华东,杭州,标准版,5855.99,2,2543.92
2026-07-03,华东,上海,配件,4062.93,2,1355.98
2026-07-03,华东,上海,配件,10891.36,4,3943.26
2026-07-04,华东,上海,专业版,19510.91,10,10973.52
2026-07-05,华东,上海,旗舰版,9564.06,3,5505.33
2026-07-05,华东,南京,旗舰版,11603.15,4,7233.87
2026-07-06,华中,武汉,标准版,7581.9,2,3209.0
2026-07-06,华中,长沙,标准版,8305.93,3,3462.29
2026-07-06,华东,杭州,配件,9867.28,4,3324.2
2026-07-06,华南,深圳,专业版,10279.41,4,5571.62
2026-07-07,华北,天津,配件,5530.37,1,1965.1
2026-07-07,华东,杭州,配件,6618.68,7,2445.19
2026-07-08,西南,重庆,标准版,13762.76,11,6433.26
2026-07-08,华北,天津,标准版,10717.88,4,4683.5
2026-07-08,华北,天津,专业版,4503.15,3,2521.44
2026-07-09,华南,深圳,标准版,3809.62,2,1672.69
2026-07-09,华北,天津,配件,10131.23,4,3559.58
2026-07-09,华南,广州,专业版,22800.09,8,12660.23
2026-07-09,西南,重庆,标准版,5659.26,2,2417.25
2026-07-09,华东,杭州,配件,8104.47,4,2802.99
2026-07-09,华东,上海,标准版,3641.38,1,1471.39
2026-07-10,华东,上海,专业版,6787.68,4,3423.23
2026-07-11,华北,北京,标准版,20308.09,11,8398.86
2026-07-11,华南,广州,标准版,12664.27,14,5294.02
2026-07-12,华东,南京,配件,11000.28,7,3879.8
2026-07-12,华中,长沙,专业版,1632.96,1,964.11
2026-07-13,华中,武汉,专业版,1829.0,1,1026.26
2026-07-13,西南,成都,标准版,17750.41,7,6505.65
2026-07-13,西南,成都,标准版,13046.01,10,6223.02
2026-07-14,华北,北京,标准版,2534.68,2,1049.89
2026-07-14,华北,天津,专业版,6698.14,2,3357.99
2026-07-14,华东,南京,旗舰版,2314.42,2,1333.55
2026-07-14,华中,长沙,专业版,15433.35,5,8627.77
2026-07-15,西南,重庆,专业版,7724.07,4,4502.04
2026-07-15,华北,天津,标准版,29171.6,11,11888.13
2026-07-16,华南,广州,专业版,18104.02,6,9787.73
2026-07-16,华南,深圳,标准版,4346.83,1,1741.3
2026-07-17,华东,上海,标准版,3422.54,1,1410.25
2026-07-17,华北,北京,标准版,5880.76,2,2676.99
2026-07-17,华中,长沙,专业版,3917.33,2,2185.11
2026-07-17,华中,武汉,配件,23835.8,15,9032.14
2026-07-18,华东,杭州,专业版,9717.08,4,5291.55
2026-07-18,华中,武汉,专业版,7106.06,2,3579.75
2026-07-18,华南,深圳,标准版,39144.28,24,17211.14
2026-07-19,华北,天津,旗舰版,4996.19,2,2804.11
2026-07-19,华东,南京,标准版,5898.77,2,2526.87
2026-07-19,华东,南京,标准版,14056.44,14,6183.42
2026-07-19,华东,杭州,标准版,9399.12,6,4358.97
2026-07-19,华北,北京,标准版,15255.18,5,6428.24
2026-07-19,华南,广州,标准版,2162.14,1,881.08
2026-07-19,华南,广州,标准版,12093.16,10,4929.25
2026-07-20,华东,杭州,旗舰版,50318.83,24,31490.98
2026-07-20,西南,成都,专业版,7721.19,3,3901.75
2026-07-20,华东,南京,专业版,3395.2,1,1828.47
2026-07-21,华东,上海,专业版,1509.4,1,844.69
2026-07-21,华中,长沙,专业版,14326.81,15,7920.82
2026-07-21,华北,北京,标准版,9152.1,3,3755.4
2026-07-21,西南,重庆,专业版,9550.84,4,5581.06
2026-07-22,华东,南京,旗舰版,22326.83,18,13845.92
2026-07-22,华中,长沙,配件,5380.61,3,1788.22
2026-07-23,华南,深圳,标准版,9209.09,5,3833.52
2026-07-23,华南,广州,标准版,67438.76,27,28974.93
2026-07-23,华南,广州,专业版,20136.11,8,11243.31
2026-07-23,华南,深圳,旗舰版,5969.65,5,3704.27
2026-07-23,西南,重庆,专业版,14844.67,11,8025.69
2026-07-23,华北,天津,旗舰版,1838.44,1,1089.66
2026-07-23,华南,广州,旗舰版,18281.41,13,10314.47
2026-07-23,华东,上海,专业版,11000.36,5,5899.51
2026-07-24,华东,南京,配件,12458.53,4,4482.31
2026-07-24,华南,深圳,专业版,34326.21,24,19121.98
2026-07-25,华东,上海,标准版,7692.45,3,3279.45
2026-07-25,西南,重庆,标准版,18819.54,7,8220.4
2026-07-25,华东,南京,标准版,6765.84,4,2801.15
2026-07-25,华东,南京,专业版,4703.56,3,2637.17
2026-07-25,华东,杭州,旗舰版,7612.11,3,4469.3
2026-07-25,华南,深圳,专业版,8482.83,5,4546.73
2026-07-26,华东,杭州,专业版,20470.51,9,12025.33
2026-07-26,西南,重庆,标准版,4323.69,1,1811.3
2026-07-27,华南,深圳,标准版,3587.49,3,1415.63
2026-07-27,华南,深圳,标准版,16319.86,10,6784.12
2026-07-29,华北,天津,专业版,16886.57,12,9388.47
2026-07-29,华东,南京,专业版,7893.09,6,4230.6
2026-07-29,华中,长沙,标准版,12740.68,14,5771.34
2026-07-29,华东,杭州,配件,22191.97,21,7970.57
2026-07-29,华南,广州,标准版,16942.96,8,6972.42
2026-07-29,华东,南京,旗舰版,19443.71,13,11400.11
2026-07-30,华东,杭州,旗舰版,13497.87,4,8422.54
2026-07-30,华东,南京,标准版,1789.59,1,664.16
2026-07-31,华中,武汉,配件,14880.22,17,5502.71
2026-07-31,华东,上海,配件,3965.26,1,1251.42
2026-07-31,华东,杭州,旗舰版,13322.74,4,8704.09
2026-08-01,西南,重庆,旗舰版,2314.18,1,1402.37
2026-08-01,华东,上海,配件,7070.83,3,2335.04
2026-08-01,华北,天津,旗舰版,13027.01,14,8259.96
2026-08-02,华南,广州,专业版,7794.98,3,3912.06
2026-08-02,华北,天津,标准版,12154.46,4,4414.54
2026-08-03,华东,上海,标准版,8820.87,3,3510.16
2026-08-03,华东,杭州,专业版,5766.59,1,3383.48
2026-08-03,华东,上海,配件,13564.29,10,4768.06
2026-08-04,华东,上海,配件,17466.39,10,5640.8
2026-08-04,华东,南京,标准版,12779.04,6,5397.25
2026-08-05,华南,广州,标准版,15320.63,17,6626.96
2026-08-05,华南,广州,专业版,5271.75,2,2980.52
2026-08-06,华东,杭州,专业版,9758.43,5,4789.45
2026-08-06,华北,北京,标准版,15626.87,8,6509.24
2026-08-07,西南,成都,标准版,6433.7,2,2788.38
2026-08-08,华东,南京,标准版,8046.69,4,3601.38
2026-08-08,华中,长沙,标准版,13733.67,5,5653.89
2026-08-08,华南,深圳,旗舰版,12104.81,6,7506.18
2026-08-08,华东,上海,专业版,10886.44,6,5547.6
2026-08-08,华南,广州,专业版,10138.71,7,5373.94
2026-08-08,华南,广州,专业版,13096.93,12,7537.15
2026-08-09,华北,北京,配件,62452.86,36,21510.35
2026-08-09,华东,上海,标准版,13001.0,7,5040.78
2026-08-09,华中,武汉,旗舰版,7175.29,2,4620.54
2026-08-09,西南,重庆,标准版,20456.13,7,8905.77
2026-08-10,华北,天津,专业版,19148.59,16,10261.76
2026-08-10,华南,广州,专业版,15139.02,9,7846.85
2026-08-11,华北,北京,配件,9138.88,7,3276.26
2026-08-11,华北,天津,专业版,18667.96,8,10885.21
2026-08-11,华南,广州,标准版,6680.04,6,2787.59
2026-08-11,华南,广州,专业版,9170.14,7,4990.09
2026-08-12,华南,广州,旗舰版,7425.4,2,4750.64
2026-08-12,华北,天津,标准版,3754.3,1,1499.36
2026-08-12,西南,成都,旗舰版,6865.13,2,4233.41
2026-08-12,华北,北京,专业版,18820.84,6,11260.92
2026-08-13,华东,杭州,配件,6044.49,4,2092.5
