日期,基金代码,基金名称,单位净值
2025-10-24,F30021,蓝筹增强A,0.808
2025-10-27,F30021,蓝筹增强A,0.8021
2025-10-28,F30021,蓝筹增强A,0.811
2025-10-29,F30021,蓝筹增强A,0.8148
2025-10-30,F30021,蓝筹增强A,0.8069
2025-10-31,F30021,蓝筹增强A,0.7953
2025-11-03,F30021,蓝筹增强A,0.7947
2025-11-04,F30021,蓝筹增强A,0.7937
2025-11-05,F30021,蓝筹增强A,0.7823
2025-11-06,F30021,蓝筹增强A,0.7797
2025-11-07,F30021,蓝筹增强A,0.7755
2025-11-10,F30021,蓝筹增强A,0.7704
2025-11-11,F30021,蓝筹增强A,0.7668
2025-11-12,F30021,蓝筹增强A,0.7693
2025-11-13,F30021,蓝筹增强A,0.7702
2025-11-14,F30021,蓝筹增强A,0.7814
2025-11-17,F30021,蓝筹增强A,0.7832
2025-11-18,F30021,蓝筹增强A,0.7905
2025-11-19,F30021,蓝筹增强A,0.7788
2025-11-20,F30021,蓝筹增强A,0.7803
2025-11-21,F30021,蓝筹增强A,0.7771
2025-11-24,F30021,蓝筹增强A,0.7836
2025-11-25,F30021,蓝筹增强A,0.786
2025-11-26,F30021,蓝筹增强A,0.8003
2025-11-27,F30021,蓝筹增强A,0.792
2025-11-28,F30021,蓝筹增强A,0.7857
2025-12-01,F30021,蓝筹增强A,0.7889
2025-12-02,F30021,蓝筹增强A,0.7878
2025-12-03,F30021,蓝筹增强A,0.7795
2025-12-04,F30021,蓝筹增强A,0.7829
2025-12-05,F30021,蓝筹增强A,0.7786
2025-12-08,F30021,蓝筹增强A,0.7827
2025-12-09,F30021,蓝筹增强A,0.7678
2025-12-10,F30021,蓝筹增强A,0.7654
2025-12-11,F30021,蓝筹增强A,0.7668
2025-12-12,F30021,蓝筹增强A,0.7684
2025-12-15,F30021,蓝筹增强A,0.7747
2025-12-16,F30021,蓝筹增强A,0.7726
2025-12-17,F30021,蓝筹增强A,0.7767
2025-12-18,F30021,蓝筹增强A,0.7762
2025-12-19,F30021,蓝筹增强A,0.7828
2025-12-22,F30021,蓝筹增强A,0.7693
2025-12-23,F30021,蓝筹增强A,0.7469
2025-12-24,F30021,蓝筹增强A,0.7578
2025-12-25,F30021,蓝筹增强A,0.753
2025-12-26,F30021,蓝筹增强A,0.7386
2025-12-29,F30021,蓝筹增强A,0.7374
2025-12-30,F30021,蓝筹增强A,0.7331
2025-12-31,F30021,蓝筹增强A,0.7363
2026-01-01,F30021,蓝筹增强A,0.7406
2026-01-02,F30021,蓝筹增强A,0.7371
2026-01-05,F30021,蓝筹增强A,0.7451
2026-01-06,F30021,蓝筹增强A,0.735
2026-01-07,F30021,蓝筹增强A,0.7157
2026-01-08,F30021,蓝筹增强A,0.717
2026-01-09,F30021,蓝筹增强A,0.715
2026-01-12,F30021,蓝筹增强A,0.6998
2026-01-13,F30021,蓝筹增强A,0.7048
2026-01-14,F30021,蓝筹增强A,0.6914
2026-01-15,F30021,蓝筹增强A,0.6906
2026-01-16,F30021,蓝筹增强A,0.6967
2026-01-19,F30021,蓝筹增强A,0.6989
2026-01-20,F30021,蓝筹增强A,0.7006
2026-01-21,F30021,蓝筹增强A,0.6969
2026-01-22,F30021,蓝筹增强A,0.6983
2026-01-23,F30021,蓝筹增强A,0.7025
2026-01-26,F30021,蓝筹增强A,0.6974
2026-01-27,F30021,蓝筹增强A,0.6886
2026-01-28,F30021,蓝筹增强A,0.6949
2026-01-29,F30021,蓝筹增强A,0.7098
2026-01-30,F30021,蓝筹增强A,0.7221
2026-02-02,F30021,蓝筹增强A,0.7009
2026-02-03,F30021,蓝筹增强A,0.711
2026-02-04,F30021,蓝筹增强A,0.706
2026-02-05,F30021,蓝筹增强A,0.7207
2026-02-06,F30021,蓝筹增强A,0.7124
2026-02-09,F30021,蓝筹增强A,0.7034
2026-02-10,F30021,蓝筹增强A,0.7031
2026-02-11,F30021,蓝筹增强A,0.7
2026-02-12,F30021,蓝筹增强A,0.6972
2026-02-13,F30021,蓝筹增强A,0.7049
2026-02-16,F30021,蓝筹增强A,0.715
2026-02-17,F30021,蓝筹增强A,0.7074
2026-02-18,F30021,蓝筹增强A,0.7208
2026-02-19,F30021,蓝筹增强A,0.7109
2026-02-20,F30021,蓝筹增强A,0.7061
2026-02-23,F30021,蓝筹增强A,0.7269
2026-02-24,F30021,蓝筹增强A,0.7301
2026-02-25,F30021,蓝筹增强A,0.7247
2026-02-26,F30021,蓝筹增强A,0.727
2026-02-27,F30021,蓝筹增强A,0.733
2026-03-02,F30021,蓝筹增强A,0.7359
2026-03-03,F30021,蓝筹增强A,0.7468
2026-03-04,F30021,蓝筹增强A,0.7396
2026-03-05,F30021,蓝筹增强A,0.7342
2026-03-06,F30021,蓝筹增强A,0.7269
2026-03-09,F30021,蓝筹增强A,0.7201
2026-03-10,F30021,蓝筹增强A,0.7206
2026-03-11,F30021,蓝筹增强A,0.712
2026-03-12,F30021,蓝筹增强A,0.7145
2026-03-13,F30021,蓝筹增强A,0.7197
2026-03-16,F30021,蓝筹增强A,0.7099
2026-03-17,F30021,蓝筹增强A,0.7049
2026-03-18,F30021,蓝筹增强A,0.7009
2026-03-19,F30021,蓝筹增强A,0.6992
2026-03-20,F30021,蓝筹增强A,0.698
2026-03-23,F30021,蓝筹增强A,0.7054
2026-03-24,F30021,蓝筹增强A,0.7134
2026-03-25,F30021,蓝筹增强A,0.7069
2026-03-26,F30021,蓝筹增强A,0.7126
2026-03-27,F30021,蓝筹增强A,0.7239
2026-03-30,F30021,蓝筹增强A,0.7341
2026-03-31,F30021,蓝筹增强A,0.7359
2026-04-01,F30021,蓝筹增强A,0.7355
2026-04-02,F30021,蓝筹增强A,0.724
2026-04-03,F30021,蓝筹增强A,0.7207
2026-04-06,F30021,蓝筹增强A,0.7086
2026-04-07,F30021,蓝筹增强A,0.718
2026-04-08,F30021,蓝筹增强A,0.7159
2026-04-09,F30021,蓝筹增强A,0.7153
2026-04-10,F30021,蓝筹增强A,0.7104
2026-04-13,F30021,蓝筹增强A,0.6992
2026-04-14,F30021,蓝筹增强A,0.705
2026-04-15,F30021,蓝筹增强A,0.7091
2026-04-16,F30021,蓝筹增强A,0.7168
2026-04-17,F30021,蓝筹增强A,0.7027
2026-04-20,F30021,蓝筹增强A,0.7134
2026-04-21,F30021,蓝筹增强A,0.7125
2026-04-22,F30021,蓝筹增强A,0.719
2026-04-23,F30021,蓝筹增强A,0.6978
2026-04-24,F30021,蓝筹增强A,0.7012
2026-04-27,F30021,蓝筹增强A,0.7007
2026-04-28,F30021,蓝筹增强A,0.699
2026-04-29,F30021,蓝筹增强A,0.6983
2026-04-30,F30021,蓝筹增强A,0.6937
2026-05-01,F30021,蓝筹增强A,0.6827
2026-05-04,F30021,蓝筹增强A,0.673
2026-05-05,F30021,蓝筹增强A,0.6733
2026-05-06,F30021,蓝筹增强A,0.6836
2026-05-07,F30021,蓝筹增强A,0.6923
2026-05-08,F30021,蓝筹增强A,0.6942
2026-05-11,F30021,蓝筹增强A,0.6905
2026-05-12,F30021,蓝筹增强A,0.707
2026-05-13,F30021,蓝筹增强A,0.7126
2026-05-14,F30021,蓝筹增强A,0.7175
2026-05-15,F30021,蓝筹增强A,0.7068
2026-05-18,F30021,蓝筹增强A,0.709
2026-05-19,F30021,蓝筹增强A,0.6991
2026-05-20,F30021,蓝筹增强A,0.716
2026-05-21,F30021,蓝筹增强A,0.7093
2026-05-22,F30021,蓝筹增强A,0.7045
2026-05-25,F30021,蓝筹增强A,0.6994
2026-05-26,F30021,蓝筹增强A,0.6966
2026-05-27,F30021,蓝筹增强A,0.702
2026-05-28,F30021,蓝筹增强A,0.7021
2026-05-29,F30021,蓝筹增强A,0.7025
2026-06-01,F30021,蓝筹增强A,0.7084
2026-06-02,F30021,蓝筹增强A,0.6964
2026-06-03,F30021,蓝筹增强A,0.7024
2026-06-04,F30021,蓝筹增强A,0.7036
2026-06-05,F30021,蓝筹增强A,0.6981
2026-06-08,F30021,蓝筹增强A,0.6992
2026-06-09,F30021,蓝筹增强A,0.7002
2026-06-10,F30021,蓝筹增强A,0.6797
2026-06-11,F30021,蓝筹增强A,0.6905
2026-06-12,F30021,蓝筹增强A,0.7002
2026-06-15,F30021,蓝筹增强A,0.6899
2026-06-16,F30021,蓝筹增强A,0.6841
2026-06-17,F30021,蓝筹增强A,0.6948
2026-06-18,F30021,蓝筹增强A,0.7002
2026-06-19,F30021,蓝筹增强A,0.7034
2026-06-22,F30021,蓝筹增强A,0.707
2026-06-23,F30021,蓝筹增强A,0.7101
2026-06-24,F30021,蓝筹增强A,0.7017
2026-06-25,F30021,蓝筹增强A,0.6973
2026-06-26,F30021,蓝筹增强A,0.7053
2026-06-29,F30021,蓝筹增强A,0.7107
2026-06-30,F30021,蓝筹增强A,0.7131
2026-07-01,F30021,蓝筹增强A,0.708
2026-07-02,F30021,蓝筹增强A,0.7161
2026-07-03,F30021,蓝筹增强A,0.7083
2026-07-06,F30021,蓝筹增强A,0.7205
2026-07-07,F30021,蓝筹增强A,0.7146
2026-07-08,F30021,蓝筹增强A,0.7077
2026-07-09,F30021,蓝筹增强A,0.708
2026-07-10,F30021,蓝筹增强A,0.7098
2026-07-13,F30021,蓝筹增强A,0.7107
2026-07-14,F30021,蓝筹增强A,0.7002
2026-07-15,F30021,蓝筹增强A,0.7036
2026-07-16,F30021,蓝筹增强A,0.7116
2026-07-17,F30021,蓝筹增强A,0.7111
2026-07-20,F30021,蓝筹增强A,0.6988
2026-07-21,F30021,蓝筹增强A,0.6972
2026-07-22,F30021,蓝筹增强A,0.6883
2026-07-23,F30021,蓝筹增强A,0.6735
2026-07-24,F30021,蓝筹增强A,0.6694
2026-07-27,F30021,蓝筹增强A,0.6819
2026-07-28,F30021,蓝筹增强A,0.6814
2026-07-29,F30021,蓝筹增强A,0.6794
2026-07-30,F30021,蓝筹增强A,0.685
2026-07-31,F30021,蓝筹增强A,0.6898
2026-08-03,F30021,蓝筹增强A,0.6785
2026-08-04,F30021,蓝筹增强A,0.6932
2026-08-05,F30021,蓝筹增强A,0.6949
2026-08-06,F30021,蓝筹增强A,0.7022
2026-08-07,F30021,蓝筹增强A,0.6975
2026-08-10,F30021,蓝筹增强A,0.6823
2026-08-11,F30021,蓝筹增强A,0.6814
2026-08-12,F30021,蓝筹增强A,0.673
2026-08-13,F30021,蓝筹增强A,0.6822
2026-08-14,F30021,蓝筹增强A,0.6713
2026-08-17,F30021,蓝筹增强A,0.6716
2026-08-18,F30021,蓝筹增强A,0.6763
2026-08-19,F30021,蓝筹增强A,0.6797
2026-08-20,F30021,蓝筹增强A,0.6759
2026-08-21,F30021,蓝筹增强A,0.6625
2026-08-24,F30021,蓝筹增强A,0.6513
2026-08-25,F30021,蓝筹增强A,0.6458
2026-08-26,F30021,蓝筹增强A,0.6356
2026-08-27,F30021,蓝筹增强A,0.6351
2026-08-28,F30021,蓝筹增强A,0.6297
2026-08-31,F30021,蓝筹增强A,0.6206
2023-09-01,F11005,稳健纯债C,0.9965
2023-09-04,F11005,稳健纯债C,0.9927
2023-09-05,F11005,稳健纯债C,0.9927
2023-09-06,F11005,稳健纯债C,0.991
2023-09-07,F11005,稳健纯债C,0.9912
2023-09-08,F11005,稳健纯债C,0.9911
2023-09-11,F11005,稳健纯债C,0.9907
2023-09-12,F11005,稳健纯债C,0.9925
2023-09-13,F11005,稳健纯债C,0.9889
2023-09-14,F11005,稳健纯债C,0.9907
2023-09-15,F11005,稳健纯债C,0.9918
2023-09-18,F11005,稳健纯债C,0.9915
2023-09-19,F11005,稳健纯债C,0.9896
2023-09-20,F11005,稳健纯债C,0.9898
2023-09-21,F11005,稳健纯债C,0.9911
2023-09-22,F11005,稳健纯债C,0.9877
2023-09-25,F11005,稳健纯债C,0.9894
2023-09-26,F11005,稳健纯债C,0.9939
2023-09-27,F11005,稳健纯债C,0.9938
2023-09-28,F11005,稳健纯债C,0.9972
2023-09-29,F11005,稳健纯债C,0.9986
2023-10-02,F11005,稳健纯债C,0.9994
2023-10-03,F11005,稳健纯债C,0.9978
2023-10-04,F11005,稳健纯债C,0.997
2023-10-05,F11005,稳健纯债C,0.9947
2023-10-06,F11005,稳健纯债C,0.9972
2023-10-09,F11005,稳健纯债C,0.9955
2023-10-10,F11005,稳健纯债C,1.0
2023-10-11,F11005,稳健纯债C,1.0013
2023-10-12,F11005,稳健纯债C,1.0024
2023-10-13,F11005,稳健纯债C,0.9992
2023-10-16,F11005,稳健纯债C,1.001
2023-10-17,F11005,稳健纯债C,1.0006
2023-10-18,F11005,稳健纯债C,0.9993
2023-10-19,F11005,稳健纯债C,0.9978
2023-10-20,F11005,稳健纯债C,0.9948
2023-10-23,F11005,稳健纯债C,0.995
2023-10-24,F11005,稳健纯债C,0.9947
2023-10-25,F11005,稳健纯债C,0.9915
2023-10-26,F11005,稳健纯债C,0.993
2023-10-27,F11005,稳健纯债C,0.9985
2023-10-30,F11005,稳健纯债C,0.995
2023-10-31,F11005,稳健纯债C,0.9948
2023-11-01,F11005,稳健纯债C,0.9992
2023-11-02,F11005,稳健纯债C,0.9973
2023-11-03,F11005,稳健纯债C,0.9986
2023-11-06,F11005,稳健纯债C,0.9997
2023-11-07,F11005,稳健纯债C,1.0015
2023-11-08,F11005,稳健纯债C,1.0063
2023-11-09,F11005,稳健纯债C,1.0019
2023-11-10,F11005,稳健纯债C,1.0025
2023-11-13,F11005,稳健纯债C,1.0014
2023-11-14,F11005,稳健纯债C,1.0014
2023-11-15,F11005,稳健纯债C,1.0017
2023-11-16,F11005,稳健纯债C,1.0011
2023-11-17,F11005,稳健纯债C,0.9985
2023-11-20,F11005,稳健纯债C,0.996
2023-11-21,F11005,稳健纯债C,1.0015
2023-11-22,F11005,稳健纯债C,0.9982
2023-11-23,F11005,稳健纯债C,1.0014
2023-11-24,F11005,稳健纯债C,0.9989
2023-11-27,F11005,稳健纯债C,0.9993
2023-11-28,F11005,稳健纯债C,1.0044
2023-11-29,F11005,稳健纯债C,1.0066
2023-11-30,F11005,稳健纯债C,1.0031
2023-12-01,F11005,稳健纯债C,1.0024
2023-12-04,F11005,稳健纯债C,1.0024
2023-12-05,F11005,稳健纯债C,1.0052
2023-12-06,F11005,稳健纯债C,1.0054
2023-12-07,F11005,稳健纯债C,1.0052
2023-12-08,F11005,稳健纯债C,1.0097
2023-12-11,F11005,稳健纯债C,1.0139
2023-12-12,F11005,稳健纯债C,1.0158
2023-12-13,F11005,稳健纯债C,1.0143
2023-12-14,F11005,稳健纯债C,1.0077
2023-12-15,F11005,稳健纯债C,1.0046
2023-12-18,F11005,稳健纯债C,1.0008
2023-12-19,F11005,稳健纯债C,1.0008
2023-12-20,F11005,稳健纯债C,1.0033
2023-12-21,F11005,稳健纯债C,1.0085
2023-12-22,F11005,稳健纯债C,1.0119
2023-12-25,F11005,稳健纯债C,1.0102
2023-12-26,F11005,稳健纯债C,1.011
2023-12-27,F11005,稳健纯债C,1.0121
2023-12-28,F11005,稳健纯债C,1.0083
2023-12-29,F11005,稳健纯债C,1.0062
2024-01-01,F11005,稳健纯债C,1.0052
2024-01-02,F11005,稳健纯债C,1.0108
2024-01-03,F11005,稳健纯债C,1.0119
2024-01-04,F11005,稳健纯债C,1.0087
2024-01-05,F11005,稳健纯债C,1.0078
2024-01-08,F11005,稳健纯债C,1.0091
2024-01-09,F11005,稳健纯债C,1.0085
2024-01-10,F11005,稳健纯债C,1.0078
2024-01-11,F11005,稳健纯债C,1.0098
2024-01-12,F11005,稳健纯债C,1.0135
2024-01-15,F11005,稳健纯债C,1.0168
2024-01-16,F11005,稳健纯债C,1.0161
2024-01-17,F11005,稳健纯债C,1.0159
2024-01-18,F11005,稳健纯债C,1.0152
2024-01-19,F11005,稳健纯债C,1.0181
2024-01-22,F11005,稳健纯债C,1.0172
2024-01-23,F11005,稳健纯债C,1.0124
2024-01-24,F11005,稳健纯债C,1.0138
2024-01-25,F11005,稳健纯债C,1.0153
2024-01-26,F11005,稳健纯债C,1.0144
2024-01-29,F11005,稳健纯债C,1.0193
2024-01-30,F11005,稳健纯债C,1.018
2024-01-31,F11005,稳健纯债C,1.0218
2024-02-01,F11005,稳健纯债C,1.0185
2024-02-02,F11005,稳健纯债C,1.0193
2024-02-05,F11005,稳健纯债C,1.0174
2024-02-06,F11005,稳健纯债C,1.0174
2024-02-07,F11005,稳健纯债C,1.0195
2024-02-08,F11005,稳健纯债C,1.0181
2024-02-09,F11005,稳健纯债C,1.0165
2024-02-12,F11005,稳健纯债C,1.016
2024-02-13,F11005,稳健纯债C,1.0259
2024-02-14,F11005,稳健纯债C,1.0265
2024-02-15,F11005,稳健纯债C,1.0271
2024-02-16,F11005,稳健纯债C,1.0283
2024-02-19,F11005,稳健纯债C,1.024
2024-02-20,F11005,稳健纯债C,1.0265
2024-02-21,F11005,稳健纯债C,1.0285
2024-02-22,F11005,稳健纯债C,1.024
2024-02-23,F11005,稳健纯债C,1.0304
2024-02-26,F11005,稳健纯债C,1.0306
2024-02-27,F11005,稳健纯债C,1.0278
2024-02-28,F11005,稳健纯债C,1.0288
2024-02-29,F11005,稳健纯债C,1.0266
2024-03-01,F11005,稳健纯债C,1.0225
2024-03-04,F11005,稳健纯债C,1.022
2024-03-05,F11005,稳健纯债C,1.0215
2024-03-06,F11005,稳健纯债C,1.0176
2024-03-07,F11005,稳健纯债C,1.0157
2024-03-08,F11005,稳健纯债C,1.0132
2024-03-11,F11005,稳健纯债C,1.0124
2024-03-12,F11005,稳健纯债C,1.0142
2024-03-13,F11005,稳健纯债C,1.0147
2024-03-14,F11005,稳健纯债C,1.0148
2024-03-15,F11005,稳健纯债C,1.0102
2024-03-18,F11005,稳健纯债C,1.0103
2024-03-19,F11005,稳健纯债C,1.0077
2024-03-20,F11005,稳健纯债C,1.0034
2024-03-21,F11005,稳健纯债C,1.0058
2024-03-22,F11005,稳健纯债C,1.0026
2024-03-25,F11005,稳健纯债C,1.0029
2024-03-26,F11005,稳健纯债C,1.0018
2024-03-27,F11005,稳健纯债C,0.9996
2024-03-28,F11005,稳健纯债C,1.0028
2024-03-29,F11005,稳健纯债C,1.0014
2024-04-01,F11005,稳健纯债C,1.0002
2024-04-02,F11005,稳健纯债C,0.9985
2024-04-03,F11005,稳健纯债C,0.9991
2024-04-04,F11005,稳健纯债C,0.9988
2024-04-05,F11005,稳健纯债C,0.9972
2024-04-08,F11005,稳健纯债C,0.995
2024-04-09,F11005,稳健纯债C,0.995
2024-04-10,F11005,稳健纯债C,0.9935
2024-04-11,F11005,稳健纯债C,0.998
2024-04-12,F11005,稳健纯债C,0.9968
2024-04-15,F11005,稳健纯债C,0.9978
2024-04-16,F11005,稳健纯债C,0.9977
2024-04-17,F11005,稳健纯债C,0.9971
2024-04-18,F11005,稳健纯债C,0.9995
2024-04-19,F11005,稳健纯债C,1.0011
2024-04-22,F11005,稳健纯债C,1.0027
2024-04-23,F11005,稳健纯债C,1.0042
2024-04-24,F11005,稳健纯债C,1.0002
2024-04-25,F11005,稳健纯债C,1.0015
2024-04-26,F11005,稳健纯债C,1.001
2024-04-29,F11005,稳健纯债C,0.9998
2024-04-30,F11005,稳健纯债C,1.0088
2024-05-01,F11005,稳健纯债C,1.0051
2024-05-02,F11005,稳健纯债C,1.005
2024-05-03,F11005,稳健纯债C,1.0048
2024-05-06,F11005,稳健纯债C,1.0047
2024-05-07,F11005,稳健纯债C,1.0022
2024-05-08,F11005,稳健纯债C,1.003
2024-05-09,F11005,稳健纯债C,1.0002
2024-05-10,F11005,稳健纯债C,1.0011
2024-05-13,F11005,稳健纯债C,1.0016
2024-05-14,F11005,稳健纯债C,1.0011
2024-05-15,F11005,稳健纯债C,1.0011
2024-05-16,F11005,稳健纯债C,1.0053
2024-05-17,F11005,稳健纯债C,1.0069
2024-05-20,F11005,稳健纯债C,1.0074
2024-05-21,F11005,稳健纯债C,1.0087
2024-05-22,F11005,稳健纯债C,1.0089
2024-05-23,F11005,稳健纯债C,1.0105
2024-05-24,F11005,稳健纯债C,1.009
2024-05-27,F11005,稳健纯债C,1.0148
2024-05-28,F11005,稳健纯债C,1.0155
2024-05-29,F11005,稳健纯债C,1.0229
2024-05-30,F11005,稳健纯债C,1.0288
2024-05-31,F11005,稳健纯债C,1.0276
2024-06-03,F11005,稳健纯债C,1.0284
2024-06-04,F11005,稳健纯债C,1.0295
2024-06-05,F11005,稳健纯债C,1.032
2024-06-06,F11005,稳健纯债C,1.0325
2024-06-07,F11005,稳健纯债C,1.0358
2024-06-10,F11005,稳健纯债C,1.0314
2024-06-11,F11005,稳健纯债C,1.0299
2024-06-12,F11005,稳健纯债C,1.0296
2024-06-13,F11005,稳健纯债C,1.028
2024-06-14,F11005,稳健纯债C,1.0236
2024-06-17,F11005,稳健纯债C,1.0261
2024-06-18,F11005,稳健纯债C,1.0233
2024-06-19,F11005,稳健纯债C,1.0217
2024-06-20,F11005,稳健纯债C,1.0238
2024-06-21,F11005,稳健纯债C,1.0271
2024-06-24,F11005,稳健纯债C,1.0258
2024-06-25,F11005,稳健纯债C,1.0233
2024-06-26,F11005,稳健纯债C,1.0213
2024-06-27,F11005,稳健纯债C,1.0243
2024-06-28,F11005,稳健纯债C,1.0275
2024-07-01,F11005,稳健纯债C,1.0285
2024-07-02,F11005,稳健纯债C,1.0293
2024-07-03,F11005,稳健纯债C,1.026
2024-07-04,F11005,稳健纯债C,1.0274
2024-07-05,F11005,稳健纯债C,1.0295
2024-07-08,F11005,稳健纯债C,1.0301
2024-07-09,F11005,稳健纯债C,1.0308
2024-07-10,F11005,稳健纯债C,1.0282
2024-07-11,F11005,稳健纯债C,1.0314
2024-07-12,F11005,稳健纯债C,1.028
2024-07-15,F11005,稳健纯债C,1.0281
2024-07-16,F11005,稳健纯债C,1.0294
2024-07-17,F11005,稳健纯债C,1.0326
2024-07-18,F11005,稳健纯债C,1.0355
2024-07-19,F11005,稳健纯债C,1.0386
2024-07-22,F11005,稳健纯债C,1.0379
2024-07-23,F11005,稳健纯债C,1.0442
2024-07-24,F11005,稳健纯债C,1.0472
2024-07-25,F11005,稳健纯债C,1.0464
2024-07-26,F11005,稳健纯债C,1.0458
2024-07-29,F11005,稳健纯债C,1.048
2024-07-30,F11005,稳健纯债C,1.0469
2024-07-31,F11005,稳健纯债C,1.0436
2024-08-01,F11005,稳健纯债C,1.044
2024-08-02,F11005,稳健纯债C,1.0382
2024-08-05,F11005,稳健纯债C,1.0392
2024-08-06,F11005,稳健纯债C,1.0411
2024-08-07,F11005,稳健纯债C,1.0405
2024-08-08,F11005,稳健纯债C,1.0437
2024-08-09,F11005,稳健纯债C,1.0461
2024-08-12,F11005,稳健纯债C,1.0435
2024-08-13,F11005,稳健纯债C,1.0438
2024-08-14,F11005,稳健纯债C,1.0426
2024-08-15,F11005,稳健纯债C,1.0418
2024-08-16,F11005,稳健纯债C,1.045
2024-08-19,F11005,稳健纯债C,1.0468
2024-08-20,F11005,稳健纯债C,1.0451
2024-08-21,F11005,稳健纯债C,1.0458
2024-08-22,F11005,稳健纯债C,1.0439
2024-08-23,F11005,稳健纯债C,1.0428
2024-08-26,F11005,稳健纯债C,1.047
2024-08-27,F11005,稳健纯债C,1.0539
2024-08-28,F11005,稳健纯债C,1.0588
2024-08-29,F11005,稳健纯债C,1.0597
2024-08-30,F11005,稳健纯债C,1.0603
2024-09-02,F11005,稳健纯债C,1.0632
2024-09-03,F11005,稳健纯债C,1.0637
2024-09-04,F11005,稳健纯债C,1.06
2024-09-05,F11005,稳健纯债C,1.065
2024-09-06,F11005,稳健纯债C,1.062
2024-09-09,F11005,稳健纯债C,1.0653
2024-09-10,F11005,稳健纯债C,1.0675
2024-09-11,F11005,稳健纯债C,1.0727
2024-09-12,F11005,稳健纯债C,1.0752
2024-09-13,F11005,稳健纯债C,1.0738
2024-09-16,F11005,稳健纯债C,1.0769
2024-09-17,F11005,稳健纯债C,1.076
2024-09-18,F11005,稳健纯债C,1.0735
2024-09-19,F11005,稳健纯债C,1.0687
2024-09-20,F11005,稳健纯债C,1.0685
2024-09-23,F11005,稳健纯债C,1.0641
2024-09-24,F11005,稳健纯债C,1.0681
2024-09-25,F11005,稳健纯债C,1.064
2024-09-26,F11005,稳健纯债C,1.0631
2024-09-27,F11005,稳健纯债C,1.0624
2024-09-30,F11005,稳健纯债C,1.063
2024-10-01,F11005,稳健纯债C,1.0608
2024-10-02,F11005,稳健纯债C,1.064
2024-10-03,F11005,稳健纯债C,1.0646
2024-10-04,F11005,稳健纯债C,1.0647
2024-10-07,F11005,稳健纯债C,1.0631
2024-10-08,F11005,稳健纯债C,1.0647
2024-10-09,F11005,稳健纯债C,1.0686
2024-10-10,F11005,稳健纯债C,1.0761
2024-10-11,F11005,稳健纯债C,1.0737
2024-10-14,F11005,稳健纯债C,1.0734
2024-10-15,F11005,稳健纯债C,1.0684
2024-10-16,F11005,稳健纯债C,1.0704
2024-10-17,F11005,稳健纯债C,1.0669
2024-10-18,F11005,稳健纯债C,1.0678
2024-10-21,F11005,稳健纯债C,1.0712
2024-10-22,F11005,稳健纯债C,1.0703
2024-10-23,F11005,稳健纯债C,1.0679
2024-10-24,F11005,稳健纯债C,1.0716
2024-10-25,F11005,稳健纯债C,1.0737
2024-10-28,F11005,稳健纯债C,1.0708
2024-10-29,F11005,稳健纯债C,1.0713
2024-10-30,F11005,稳健纯债C,1.0691
2024-10-31,F11005,稳健纯债C,1.0721
2024-11-01,F11005,稳健纯债C,1.0726
2024-11-04,F11005,稳健纯债C,1.0769
2024-11-05,F11005,稳健纯债C,1.0745
2024-11-06,F11005,稳健纯债C,1.0753
2024-11-07,F11005,稳健纯债C,1.0754
2024-11-08,F11005,稳健纯债C,1.0763
2024-11-11,F11005,稳健纯债C,1.0749
2024-11-12,F11005,稳健纯债C,1.0689
2024-11-13,F11005,稳健纯债C,1.0709
2024-11-14,F11005,稳健纯债C,1.0712
2024-11-15,F11005,稳健纯债C,1.0691
2024-11-18,F11005,稳健纯债C,1.0679
2024-11-19,F11005,稳健纯债C,1.0649
2024-11-20,F11005,稳健纯债C,1.06
2024-11-21,F11005,稳健纯债C,1.0629
2024-11-22,F11005,稳健纯债C,1.0646
2024-11-25,F11005,稳健纯债C,1.0611
2024-11-26,F11005,稳健纯债C,1.0681
2024-11-27,F11005,稳健纯债C,1.0652
2024-11-28,F11005,稳健纯债C,1.0673
2024-11-29,F11005,稳健纯债C,1.0674
2024-12-02,F11005,稳健纯债C,1.0642
2024-12-03,F11005,稳健纯债C,1.0653
2024-12-04,F11005,稳健纯债C,1.0649
2024-12-05,F11005,稳健纯债C,1.0633
2024-12-06,F11005,稳健纯债C,1.067
2024-12-09,F11005,稳健纯债C,1.0689
2024-12-10,F11005,稳健纯债C,1.071
2024-12-11,F11005,稳健纯债C,1.0705
2024-12-12,F11005,稳健纯债C,1.0716
2024-12-13,F11005,稳健纯债C,1.0717
2024-12-16,F11005,稳健纯债C,1.0732
2024-12-17,F11005,稳健纯债C,1.0707
2024-12-18,F11005,稳健纯债C,1.0644
2024-12-19,F11005,稳健纯债C,1.0682
2024-12-20,F11005,稳健纯债C,1.0684
2024-12-23,F11005,稳健纯债C,1.07
2024-12-24,F11005,稳健纯债C,1.0683
2024-12-25,F11005,稳健纯债C,1.0679
2024-12-26,F11005,稳健纯债C,1.0721
2024-12-27,F11005,稳健纯债C,1.0733
2024-12-30,F11005,稳健纯债C,1.0794
2024-12-31,F11005,稳健纯债C,1.082
2025-01-01,F11005,稳健纯债C,1.0803
2025-01-02,F11005,稳健纯债C,1.0817
2025-01-03,F11005,稳健纯债C,1.0865
2025-01-06,F11005,稳健纯债C,1.0872
2025-01-07,F11005,稳健纯债C,1.0891
2025-01-08,F11005,稳健纯债C,1.0932
